Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2017-04-18,HCLTECH,EQ,810.8,812.0,819.95,804.0,804.9,808.05,815.62,1014282,82726650025000.0,42676.0,731517.0,0.7212000000000001
2017-04-19,HCLTECH,EQ,808.05,806.5,819.55,803.95,809.0,808.6,812.4,1318100,107082912175000.0,83261.0,919502.0,0.6976000000000001
2017-04-20,HCLTECH,EQ,808.6,810.75,815.9,808.6,814.5,814.9,812.4,539804,43853791970000.0,35804.0,338542.0,0.6272
2017-04-21,HCLTECH,EQ,814.9,817.0,821.45,807.8,811.0,812.75,812.5,890155,72325451870000.0,41719.0,679501.0,0.7634000000000001
2017-04-24,HCLTECH,EQ,812.75,813.0,824.0,809.25,819.25,819.55,818.25,686984,56212610154999.99,28705.0,384012.0,0.559
2017-04-25,HCLTECH,EQ,819.55,824.0,825.85,813.6,818.0,819.95,820.29,1097301,90010201655000.0,34699.0,832497.0,0.7587
2017-04-26,HCLTECH,EQ,819.95,821.9,822.0,796.55,801.0,800.25,807.04,959124,77404999825000.0,49381.0,621218.0,0.6476999999999999
2017-04-27,HCLTECH,EQ,800.25,797.0,820.0,796.2,809.95,809.7,809.9,2820167,228405902900000.0,94528.0,2055183.0,0.7287
2017-04-28,HCLTECH,EQ,809.7,812.9,820.0,799.75,816.15,814.1,809.9,1397069,113148945890000.02,38736.0,819160.0,0.5863
2017-05-02,HCLTECH,EQ,814.1,816.15,825.45,811.7,822.1,822.05,821.0,861366,70717948615000.0,46267.0,564726.0,0.6556000000000001
2017-05-03,HCLTECH,EQ,822.05,824.95,837.5,821.0,836.0,835.1,831.45,994932,82723321890000.0,27341.0,521468.0,0.5241
2017-05-04,HCLTECH,EQ,835.1,836.1,842.6,808.15,815.85,818.0,820.6,1379248,113180539125000.0,36997.0,809420.0,0.5869
2017-05-05,HCLTECH,EQ,818.0,820.95,832.0,814.3,828.0,829.6,824.66,928408,76561798295000.0,39184.0,596749.0,0.6428
2017-05-08,HCLTECH,EQ,829.6,829.85,845.0,825.7,842.0,840.2,835.77,790817,66094380935000.0,55658.0,574950.0,0.7270000000000001
2017-05-09,HCLTECH,EQ,840.2,845.0,854.85,839.95,849.0,849.75,849.48,907261,77069949090000.0,35511.0,581190.0,0.6406000000000001
2017-05-10,HCLTECH,EQ,849.75,848.75,850.9,838.1,841.1,843.6,843.31,757706,63898232904999.99,28754.0,454680.0,0.6001
2017-05-11,HCLTECH,EQ,843.6,857.8,858.8,835.6,841.45,838.7,843.14,3514917,296356686440000.0,88032.0,1814952.0,0.5164
2017-05-12,HCLTECH,EQ,838.7,840.0,848.2,839.05,847.5,847.65,844.58,1647701,139162113390000.02,40459.0,976305.0,0.5925
2017-05-15,HCLTECH,EQ,847.65,848.5,850.0,845.0,847.05,848.55,848.03,687573,58308460979999.99,29220.0,448638.0,0.6525
2017-05-16,HCLTECH,EQ,848.55,850.0,856.1,848.05,849.45,849.6,850.72,2974402,253039600700000.0,53670.0,2232245.0,0.7505
2017-05-17,HCLTECH,EQ,849.6,852.0,855.3,842.2,853.95,853.55,848.96,1373559,116609980484999.98,46317.0,1077035.0,0.7841
2017-05-18,HCLTECH,EQ,853.55,850.85,872.25,844.25,845.65,848.4,858.17,3658681,313977603115000.0,58110.0,2463654.0,0.6734
2017-05-19,HCLTECH,EQ,848.4,853.0,854.5,844.1,845.0,844.7,846.76,1448031,122612753030000.0,74734.0,1101178.0,0.7605
2017-05-22,HCLTECH,EQ,844.7,850.0,862.25,848.0,859.0,857.45,856.62,2892269,247756257925000.0,75004.0,2199505.0,0.7605
2017-05-23,HCLTECH,EQ,857.45,863.0,870.8,859.15,864.85,864.9,864.34,3213521,277756821365000.0,104052.0,2516461.0,0.7831
2017-05-24,HCLTECH,EQ,864.9,854.9,857.95,840.0,852.25,854.85,850.2,2016518,171444758705000.0,74903.0,1294401.0,0.6419
